"Year","County","Commodity","Crop","ACRES HARVESTED","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
"1965","HENNEPIN","CORN","CORN, GRAIN","19,000","1,178,000","62"
"1965","HENNEPIN","HAY","HAY","30,200","N/A","N/A"
"1965","HENNEPIN","HAY","HAY, ALFALFA","26,300","N/A","N/A"
"1965","HENNEPIN","OATS","OATS","10,600","540,600","51"
"1965","HENNEPIN","RYE","RYE","1,000","19,000","19"
"1965","HENNEPIN","SOYBEANS","SOYBEANS","8,700","113,100","13"
"1965","HENNEPIN","WHEAT","WHEAT","400","9,600","24"
"1965","HENNEPIN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","2,700","27"
"1965","HENNEPIN","WHEAT","WHEAT, SPRING, DURUM","300","6,900","23"
"1965","HUBBARD","BARLEY","BARLEY","200","5,200","26"
"1965","HUBBARD","CORN","CORN, GRAIN","1,500","34,500","23"
"1965","HUBBARD","HAY","HAY","28,900","N/A","N/A"
"1965","HUBBARD","HAY","HAY, ALFALFA","15,100","N/A","N/A"
"1965","HUBBARD","OATS","OATS","7,800","257,400","33"
"1965","HUBBARD","SOYBEANS","SOYBEANS","700","6,300","9"
"1965","HUBBARD","WHEAT","WHEAT","100","2,000","20"
"1965","HUBBARD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","2,000","20"
"1965","ISANTI","BARLEY","BARLEY","100","3,100","31"
"1965","ISANTI","CORN","CORN, GRAIN","14,300","715,000","50"
"1965","ISANTI","HAY","HAY","23,800","N/A","N/A"
"1965","ISANTI","HAY","HAY, ALFALFA","18,100","N/A","N/A"
"1965","ISANTI","OATS","OATS","8,300","423,300","51"
"1965","ISANTI","RYE","RYE","5,400","102,600","19"
"1965","ISANTI","SOYBEANS","SOYBEANS","17,200","189,200","11"
"1965","ISANTI","WHEAT","WHEAT","300","7,200","24"
"1965","ISANTI","WHEAT","WHEAT, SPRING, DURUM","300","7,200","24"
"1965","ITASCA","BARLEY","BARLEY","100","2,500","25"
"1965","ITASCA","FLAXSEED","FLAXSEED","100","800","8"
"1965","ITASCA","HAY","HAY","33,800","N/A","N/A"
"1965","ITASCA","HAY","HAY, ALFALFA","8,800","N/A","N/A"
"1965","ITASCA","OATS","OATS","3,500","126,000","36"
"1965","ITASCA","WHEAT","WHEAT","100","1,900","19"
"1965","ITASCA","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","1,900","19"
"1965","JACKSON","CORN","CORN, GRAIN","145,100","8,706,000","60"
"1965","JACKSON","FLAXSEED","FLAXSEED","700","9,800","14"
"1965","JACKSON","HAY","HAY","24,200","N/A","N/A"
"1965","JACKSON","HAY","HAY, ALFALFA","21,400","N/A","N/A"
"1965","JACKSON","OATS","OATS","12,600","642,600","51"
"1965","JACKSON","SOYBEANS","SOYBEANS","115,800","2,084,400","18"
"1965","JACKSON","WHEAT","WHEAT","100","2,400","24"
"1965","JACKSON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","2,400","24"
"1965","KANABEC","CORN","CORN, GRAIN","3,600","151,200","42"
"1965","KANABEC","HAY","HAY","36,800","N/A","N/A"
"1965","KANABEC","HAY","HAY, ALFALFA","18,400","N/A","N/A"
"1965","KANABEC","OATS","OATS","9,000","441,000","49"
"1965","KANABEC","SOYBEANS","SOYBEANS","800","7,200","9"
"1965","KANDIYOHI","BARLEY","BARLEY","1,300","48,100","37"
"1965","KANDIYOHI","CORN","CORN, GRAIN","89,100","5,256,900","59"
"1965","KANDIYOHI","FLAXSEED","FLAXSEED","1,100","15,400","14"
"1965","KANDIYOHI","HAY","HAY","47,900","N/A","N/A"
"1965","KANDIYOHI","HAY","HAY, ALFALFA","38,800","N/A","N/A"
"1965","KANDIYOHI","OATS","OATS","39,200","2,234,400","57"
"1965","KANDIYOHI","SOYBEANS","SOYBEANS","79,200","1,267,200","16"
"1965","KANDIYOHI","SUGARBEETS","SUGARBEETS","2,000","N/A","N/A"
"1965","KANDIYOHI","WHEAT","WHEAT","2,800","60,600","21.6"
"1965","KANDIYOHI","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,100","44,100","21"
"1965","KANDIYOHI","WHEAT","WHEAT, SPRING, DURUM","700","16,500","23.6"
"1965","KITTSON","BARLEY","BARLEY","51,000","2,193,000","43"
"1965","KITTSON","FLAXSEED","FLAXSEED","5,100","61,200","12"
"1965","KITTSON","HAY","HAY","47,900","N/A","N/A"
"1965","KITTSON","HAY","HAY, ALFALFA","23,900","N/A","N/A"
"1965","KITTSON","OATS","OATS","47,600","2,760,800","58"
"1965","KITTSON","SOYBEANS","SOYBEANS","100","800","8"
"1965","KITTSON","SUGARBEETS","SUGARBEETS","8,600","N/A","N/A"
"1965","KITTSON","WHEAT","WHEAT","99,100","2,943,000","29.7"
"1965","KITTSON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","88,900","2,667,000","30"
"1965","KITTSON","WHEAT","WHEAT, SPRING, DURUM","10,200","276,000","27.1"
"1965","KOOCHICHING","BARLEY","BARLEY","100","2,500","25"
"1965","KOOCHICHING","FLAXSEED","FLAXSEED","900","7,200","8"
"1965","KOOCHICHING","HAY","HAY","18,400","N/A","N/A"
"1965","KOOCHICHING","HAY","HAY, ALFALFA","10,500","N/A","N/A"
"1965","KOOCHICHING","OATS","OATS","1,900","62,700","33"
"1965","KOOCHICHING","WHEAT","WHEAT","300","5,100","17"
"1965","KOOCHICHING","WHEAT","WHEAT, SPRING, (EXCL DURUM)","300","5,100","17"
"1965","LAC QUI PARLE","BARLEY","BARLEY","600","28,800","48"
"1965","LAC QUI PARLE","CORN","CORN, GRAIN","110,300","6,176,800","56"
"1965","LAC QUI PARLE","FLAXSEED","FLAXSEED","31,400","502,400","16"
"1965","LAC QUI PARLE","HAY","HAY","32,500","N/A","N/A"
"1965","LAC QUI PARLE","HAY","HAY, ALFALFA","22,700","N/A","N/A"
"1965","LAC QUI PARLE","OATS","OATS","38,000","2,166,000","57"
"1965","LAC QUI PARLE","RYE","RYE","2,400","55,200","23"
"1965","LAC QUI PARLE","SOYBEANS","SOYBEANS","89,800","1,436,800","16"
"1965","LAC QUI PARLE","SUGARBEETS","SUGARBEETS","800","N/A","N/A"
"1965","LAC QUI PARLE","WHEAT","WHEAT","9,000","181,200","20.1"
"1965","LAC QUI PARLE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","8,500","170,000","20"
"1965","LAC QUI PARLE","WHEAT","WHEAT, SPRING, DURUM","500","11,200","22.4"
"1965","LAKE","HAY","HAY","2,700","N/A","N/A"
"1965","LAKE","HAY","HAY, ALFALFA","200","N/A","N/A"
"1965","LAKE","OATS","OATS","100","4,100","41"
"1965","LAKE OF THE WOODS","BARLEY","BARLEY","400","9,200","23"
"1965","LAKE OF THE WOODS","FLAXSEED","FLAXSEED","3,800","34,200","9"
"1965","LAKE OF THE WOODS","HAY","HAY","16,800","N/A","N/A"
"1965","LAKE OF THE WOODS","HAY","HAY, ALFALFA","6,900","N/A","N/A"
"1965","LAKE OF THE WOODS","OATS","OATS","4,700","150,400","32"
"1965","LAKE OF THE WOODS","WHEAT","WHEAT","2,600","56,900","21.9"
"1965","LAKE OF THE WOODS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,300","50,600","22"
"1965","LAKE OF THE WOODS","WHEAT","WHEAT, SPRING, DURUM","300","6,300","21"
"1965","LE SUEUR","BARLEY","BARLEY","100","4,400","44"
"1965","LE SUEUR","CORN","CORN, GRAIN","58,000","4,002,000","69"
"1965","LE SUEUR","HAY","HAY","24,300","N/A","N/A"
"1965","LE SUEUR","HAY","HAY, ALFALFA","19,100","N/A","N/A"
"1965","LE SUEUR","OATS","OATS","15,000","750,000","50"
"1965","LE SUEUR","SOYBEANS","SOYBEANS","43,400","954,800","22"
"1965","LE SUEUR","WHEAT","WHEAT","3,900","89,000","22.8"
"1965","LE SUEUR","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,300","75,900","23"
"1965","LE SUEUR","WHEAT","WHEAT, SPRING, DURUM","600","13,100","21.8"
"1965","LINCOLN","BARLEY","BARLEY","300","13,800","46"
"1965","LINCOLN","CORN","CORN, GRAIN","67,400","2,696,000","40"
"1965","LINCOLN","FLAXSEED","FLAXSEED","32,300","549,100","17"
"1965","LINCOLN","HAY","HAY","33,900","N/A","N/A"
"1965","LINCOLN","HAY","HAY, ALFALFA","27,700","N/A","N/A"
"1965","LINCOLN","OATS","OATS","33,100","1,986,000","60"
"1965","LINCOLN","RYE","RYE","1,700","30,600","18"
"1965","LINCOLN","SOYBEANS","SOYBEANS","23,700","331,800","14"
"1965","LINCOLN","WHEAT","WHEAT","700","11,100","15.9"
"1965","LINCOLN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","600","9,000","15"
"1965","LINCOLN","WHEAT","WHEAT, SPRING, DURUM","100","2,100","21"
"1965","LYON","BARLEY","BARLEY","200","9,000","45"
"1965","LYON","CORN","CORN, GRAIN","125,600","6,154,400","49"
"1965","LYON","FLAXSEED","FLAXSEED","14,700","249,900","17"
"1965","LYON","HAY","HAY","34,100","N/A","N/A"
"1965","LYON","HAY","HAY, ALFALFA","29,600","N/A","N/A"
"1965","LYON","OATS","OATS","30,300","1,848,300","61"
"1965","LYON","SOYBEANS","SOYBEANS","69,000","1,035,000","15"
"1965","LYON","WHEAT","WHEAT","400","7,600","19"
"1965","LYON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","300","4,800","16"
"1965","LYON","WHEAT","WHEAT, SPRING, DURUM","100","2,800","28"
"1965","MAHNOMEN","BARLEY","BARLEY","11,800","460,200","39"
"1965","MAHNOMEN","CORN","CORN, GRAIN","3,600","126,000","35"
"1965","MAHNOMEN","FLAXSEED","FLAXSEED","3,000","33,000","11"
"1965","MAHNOMEN","HAY","HAY","22,400","N/A","N/A"
"1965","MAHNOMEN","HAY","HAY, ALFALFA","17,500","N/A","N/A"
"1965","MAHNOMEN","OATS","OATS","45,600","2,508,000","55"
"1965","MAHNOMEN","SOYBEANS","SOYBEANS","2,000","22,000","11"
"1965","MAHNOMEN","WHEAT","WHEAT","13,500","404,400","30"
"1965","MAHNOMEN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","13,100","393,000","30"
"1965","MAHNOMEN","WHEAT","WHEAT, SPRING, DURUM","400","11,400","28.5"
"1965","MARSHALL","BARLEY","BARLEY","62,700","2,696,100","43"
"1965","MARSHALL","CORN","CORN, GRAIN","2,500","80,000","32"
"1965","MARSHALL","FLAXSEED","FLAXSEED","26,400","316,800","12"
"1965","MARSHALL","HAY","HAY","70,900","N/A","N/A"
"1965","MARSHALL","HAY","HAY, ALFALFA","37,300","N/A","N/A"
"1965","MARSHALL","OATS","OATS","109,300","6,120,800","56"
"1965","MARSHALL","RYE","RYE","3,600","82,800","23"
"1965","MARSHALL","SOYBEANS","SOYBEANS","400","4,000","10"
"1965","MARSHALL","SUGARBEETS","SUGARBEETS","14,000","N/A","N/A"
"1965","MARSHALL","WHEAT","WHEAT","111,800","3,439,700","30.8"
"1965","MARSHALL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","86,000","2,666,000","31"
"1965","MARSHALL","WHEAT","WHEAT, SPRING, DURUM","25,800","773,700","30"
"1965","MARTIN","BARLEY","BARLEY","100","4,600","46"
"1965","MARTIN","CORN","CORN, GRAIN","155,400","10,878,000","70"
"1965","MARTIN","FLAXSEED","FLAXSEED","200","3,200","16"
"1965","MARTIN","HAY","HAY","24,200","N/A","N/A"
"1965","MARTIN","HAY","HAY, ALFALFA","21,400","N/A","N/A"
"1965","MARTIN","OATS","OATS","16,900","878,800","52"
"1965","MARTIN","SOYBEANS","SOYBEANS","102,400","2,662,400","26"
"1965","MARTIN","SUGARBEETS","SUGARBEETS","1,100","N/A","N/A"
"1965","MCLEOD","BARLEY","BARLEY","200","6,600","33"
"1965","MCLEOD","CORN","CORN, GRAIN","62,700","4,200,900","67"
"1965","MCLEOD","HAY","HAY","46,800","N/A","N/A"
"1965","MCLEOD","HAY","HAY, ALFALFA","37,300","N/A","N/A"
"1965","MCLEOD","OATS","OATS","31,300","1,627,600","52"
"1965","MCLEOD","SOYBEANS","SOYBEANS","43,000","817,000","19"
"1965","MCLEOD","WHEAT","WHEAT","1,300","27,300","21"
"1965","MCLEOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","900","17,100","19"
"1965","MCLEOD","WHEAT","WHEAT, SPRING, DURUM","400","10,200","25.5"
"1965","MEEKER","BARLEY","BARLEY","100","3,400","34"
"1965","MEEKER","CORN","CORN, GRAIN","63,100","3,659,800","58"
"1965","MEEKER","FLAXSEED","FLAXSEED","100","1,300","13"
"1965","MEEKER","HAY","HAY","47,100","N/A","N/A"
"1965","MEEKER","HAY","HAY, ALFALFA","41,300","N/A","N/A"
"1965","MEEKER","OATS","OATS","32,700","1,831,200","56"
"1965","MEEKER","SOYBEANS","SOYBEANS","57,700","980,900","17"
"1965","MEEKER","SUGARBEETS","SUGARBEETS","200","N/A","N/A"
"1965","MEEKER","WHEAT","WHEAT","2,500","52,300","20.9"
"1965","MEEKER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,000","40,000","20"
"1965","MEEKER","WHEAT","WHEAT, SPRING, DURUM","500","12,300","24.6"
"1965","MILLE LACS","CORN","CORN, GRAIN","8,200","336,200","41"
"1965","MILLE LACS","HAY","HAY","38,700","N/A","N/A"
"1965","MILLE LACS","HAY","HAY, ALFALFA","16,500","N/A","N/A"
"1965","MILLE LACS","OATS","OATS","12,700","609,600","48"
"1965","MILLE LACS","SOYBEANS","SOYBEANS","3,000","24,000","8"
"1965","MILLE LACS","WHEAT","WHEAT","200","4,600","23"
"1965","MILLE LACS","WHEAT","WHEAT, SPRING, DURUM","200","4,600","23"
"1965","MORRISON","BARLEY","BARLEY","100","3,300","33"
"1965","MORRISON","CORN","CORN, GRAIN","14,100","634,500","45"
"1965","MORRISON","HAY","HAY","100,300","N/A","N/A"
"1965","MORRISON","HAY","HAY, ALFALFA","47,100","N/A","N/A"
"1965","MORRISON","OATS","OATS","39,000","1,404,000","36"
"1965","MORRISON","RYE","RYE","3,400","51,000","15"
"1965","MORRISON","SOYBEANS","SOYBEANS","5,200","41,600","8"
"1965","MORRISON","WHEAT","WHEAT","400","8,000","20"
"1965","MORRISON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","200","3,200","16"
"1965","MORRISON","WHEAT","WHEAT, SPRING, DURUM","200","4,800","24"
"1965","MURRAY","BARLEY","BARLEY","300","11,100","37"
"1965","MURRAY","CORN","CORN, GRAIN","116,500","5,708,500","49"
"1965","MURRAY","FLAXSEED","FLAXSEED","13,600","231,200","17"
"1965","MURRAY","HAY","HAY","38,300","N/A","N/A"
"1965","MURRAY","HAY","HAY, ALFALFA","32,400","N/A","N/A"
"1965","MURRAY","OATS","OATS","38,400","2,073,600","54"
"1965","MURRAY","SOYBEANS","SOYBEANS","66,000","990,000","15"
"1965","MURRAY","WHEAT","WHEAT","100","2,100","21"
"1965","MURRAY","WHEAT","WHEAT, SPRING, DURUM","100","2,100","21"
"1965","NICOLLET","BARLEY","BARLEY","400","18,000","45"
"1965","NICOLLET","CORN","CORN, GRAIN","66,700","4,669,000","70"
"1965","NICOLLET","HAY","HAY","20,700","N/A","N/A"
"1965","NICOLLET","HAY","HAY, ALFALFA","18,400","N/A","N/A"
"1965","NICOLLET","OATS","OATS","16,600","896,400","54"
"1965","NICOLLET","RYE","RYE","500","8,000","16"
"1965","NICOLLET","SOYBEANS","SOYBEANS","54,300","1,086,000","20"
"1965","NICOLLET","SUGARBEETS","SUGARBEETS","400","N/A","N/A"
"1965","NICOLLET","WHEAT","WHEAT","2,000","43,600","21.8"
"1965","NICOLLET","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,500","33,000","22"
"1965","NICOLLET","WHEAT","WHEAT, SPRING, DURUM","500","10,600","21.2"
"1965","NOBLES","BARLEY","BARLEY","200","7,000","35"
"1965","NOBLES","CORN","CORN, GRAIN","131,200","7,347,200","56"
"1965","NOBLES","FLAXSEED","FLAXSEED","2,000","34,000","17"
"1965","NOBLES","HAY","HAY","39,000","N/A","N/A"
"1965","NOBLES","HAY","HAY, ALFALFA","31,700","N/A","N/A"
"1965","NOBLES","OATS","OATS","35,800","1,933,200","54"
"1965","NOBLES","SOYBEANS","SOYBEANS","93,200","1,677,600","18"
"1965","NOBLES","WHEAT","WHEAT","100","2,400","24"
"1965","NOBLES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","2,400","24"
"1965","NORMAN","BARLEY","BARLEY","58,500","2,632,500","45"
"1965","NORMAN","CORN","CORN, GRAIN","9,500","399,000","42"
"1965","NORMAN","FLAXSEED","FLAXSEED","9,900","138,600","14"
"1965","NORMAN","HAY","HAY","46,500","N/A","N/A"
"1965","NORMAN","HAY","HAY, ALFALFA","32,800","N/A","N/A"
"1965","NORMAN","OATS","OATS","117,800","6,596,800","56"
"1965","NORMAN","RYE","RYE","4,700","117,500","25"
"1965","NORMAN","SOYBEANS","SOYBEANS","26,500","450,500","17"
"1965","NORMAN","SUGARBEETS","SUGARBEETS","6,700","N/A","N/A"
"1965","NORMAN","WHEAT","WHEAT","55,600","1,709,500","30.7"
"1965","NORMAN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","47,000","1,410,000","30"
"1965","NORMAN","WHEAT","WHEAT, SPRING, DURUM","8,600","299,500","34.8"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","1,700","28,300","16.6"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","2,800","48,900","17.5"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","3,500","57,300","16.4"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","6,400","125,400","19.6"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","7,100","161,400","22.7"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","700","12,200","17.4"
"1965","OTHER (COMBINED) COUNTIES","RYE","RYE","800","13,500","16.9"
"1965","OTTER TAIL","BARLEY","BARLEY","15,400","708,400","46"
"1965","OTTER TAIL","CORN","CORN, GRAIN","46,700","1,681,200","36"
"1965","OTTER TAIL","FLAXSEED","FLAXSEED","10,500","147,000","14"
"1965","OTTER TAIL","HAY","HAY","165,500","N/A","N/A"
"1965","OTTER TAIL","HAY","HAY, ALFALFA","132,500","N/A","N/A"
"1965","OTTER TAIL","OATS","OATS","161,100","7,893,900","49"
"1965","OTTER TAIL","RYE","RYE","3,000","54,000","18"
"1965","OTTER TAIL","SOYBEANS","SOYBEANS","21,300","340,800","16"
"1965","OTTER TAIL","WHEAT","WHEAT","29,700","772,800","26"
"1965","OTTER TAIL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","29,300","761,800","26"
"1965","OTTER TAIL","WHEAT","WHEAT, SPRING, DURUM","400","11,000","27.5"
"1965","PENNINGTON","BARLEY","BARLEY","9,400","329,000","35"
"1965","PENNINGTON","CORN","CORN, GRAIN","1,400","43,400","31"
"1965","PENNINGTON","FLAXSEED","FLAXSEED","14,000","168,000","12"
"1965","PENNINGTON","HAY","HAY","47,800","N/A","N/A"
"1965","PENNINGTON","HAY","HAY, ALFALFA","24,800","N/A","N/A"
"1965","PENNINGTON","OATS","OATS","71,400","3,213,000","45"
"1965","PENNINGTON","RYE","RYE","1,600","32,000","20"
"1965","PENNINGTON","WHEAT","WHEAT","12,500","350,000","28"
"1965","PENNINGTON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","12,200","341,600","28"
"1965","PENNINGTON","WHEAT","WHEAT, SPRING, DURUM","300","8,400","28"
"1965","PINE","BARLEY","BARLEY","100","3,000","30"
"1965","PINE","CORN","CORN, GRAIN","1,900","83,600","44"
"1965","PINE","HAY","HAY","68,600","N/A","N/A"
"1965","PINE","HAY","HAY, ALFALFA","21,300","N/A","N/A"
"1965","PINE","OATS","OATS","17,100","752,400","44"
"1965","PINE","SOYBEANS","SOYBEANS","1,200","9,600","8"
"1965","PIPESTONE","BARLEY","BARLEY","500","18,500","37"
"1965","PIPESTONE","CORN","CORN, GRAIN","83,700","3,933,900","47"
"1965","PIPESTONE","FLAXSEED","FLAXSEED","14,500","261,000","18"
"1965","PIPESTONE","HAY","HAY","29,600","N/A","N/A"
"1965","PIPESTONE","HAY","HAY, ALFALFA","23,600","N/A","N/A"
"1965","PIPESTONE","OATS","OATS","39,100","2,346,000","60"
"1965","PIPESTONE","SOYBEANS","SOYBEANS","21,700","325,500","15"
"1965","PIPESTONE","WHEAT","WHEAT","100","2,100","21"
"1965","PIPESTONE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","2,100","21"
"1965","POLK","BARLEY","BARLEY","147,400","6,190,800","42"
"1965","POLK","CORN","CORN, GRAIN","6,900","276,000","40"
"1965","POLK","FLAXSEED","FLAXSEED","28,600","343,200","12"
"1965","POLK","HAY","HAY","84,500","N/A","N/A"
"1965","POLK","HAY","HAY, ALFALFA","52,100","N/A","N/A"
"1965","POLK","OATS","OATS","187,100","10,103,400","54"
"1965","POLK","RYE","RYE","5,900","147,500","25"
"1965","POLK","SOYBEANS","SOYBEANS","3,100","37,200","12"
"1965","POLK","SUGARBEETS","SUGARBEETS","36,100","N/A","N/A"
"1965","POLK","WHEAT","WHEAT","157,900","4,665,400","29.5"
"1965","POLK","WHEAT","WHEAT, SPRING, (EXCL DURUM)","128,800","3,735,200","29"
"1965","POLK","WHEAT","WHEAT, SPRING, DURUM","29,100","930,200","32"
"1965","POPE","BARLEY","BARLEY","1,600","75,200","47"
"1965","POPE","CORN","CORN, GRAIN","48,600","2,381,400","49"
"1965","POPE","FLAXSEED","FLAXSEED","11,400","171,000","15"
"1965","POPE","HAY","HAY","46,800","N/A","N/A"
"1965","POPE","HAY","HAY, ALFALFA","35,400","N/A","N/A"
"1965","POPE","OATS","OATS","51,100","2,555,000","50"
"1965","POPE","SOYBEANS","SOYBEANS","33,600","369,600","11"
"1965","POPE","WHEAT","WHEAT","7,400","134,000","18.1"
"1965","POPE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","7,300","131,400","18"
"1965","POPE","WHEAT","WHEAT, SPRING, DURUM","100","2,600","26"
"1965","RAMSEY","CORN","CORN, GRAIN","700","40,600","58"
"1965","RAMSEY","HAY","HAY","1,900","N/A","N/A"
"1965","RAMSEY","HAY","HAY, ALFALFA","800","N/A","N/A"
"1965","RAMSEY","OATS","OATS","400","21,200","53"
"1965","RAMSEY","SOYBEANS","SOYBEANS","300","4,200","14"
"1965","RED LAKE","BARLEY","BARLEY","6,500","240,500","37"
"1965","RED LAKE","CORN","CORN, GRAIN","1,300","39,000","30"
"1965","RED LAKE","FLAXSEED","FLAXSEED","8,700","87,000","10"
"1965","RED LAKE","HAY","HAY","27,900","N/A","N/A"
"1965","RED LAKE","HAY","HAY, ALFALFA","19,100","N/A","N/A"
"1965","RED LAKE","OATS","OATS","51,400","2,313,000","45"
"1965","RED LAKE","SOYBEANS","SOYBEANS","100","900","9"
"1965","RED LAKE","WHEAT","WHEAT","10,600","287,400","27.1"
"1965","RED LAKE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","10,000","270,000","27"
"1965","RED LAKE","WHEAT","WHEAT, SPRING, DURUM","600","17,400","29"
"1965","REDWOOD","BARLEY","BARLEY","300","12,600","42"
"1965","REDWOOD","CORN","CORN, GRAIN","161,200","10,800,400","67"
"1965","REDWOOD","FLAXSEED","FLAXSEED","2,900","43,500","15"
"1965","REDWOOD","HAY","HAY","33,400","N/A","N/A"
"1965","REDWOOD","HAY","HAY, ALFALFA","30,500","N/A","N/A"
"1965","REDWOOD","OATS","OATS","35,600","2,207,200","62"
"1965","REDWOOD","SOYBEANS","SOYBEANS","142,700","2,854,000","20"
"1965","REDWOOD","SUGARBEETS","SUGARBEETS","1,500","N/A","N/A"
"1965","REDWOOD","WHEAT","WHEAT","2,000","43,900","22"
"1965","REDWOOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,900","41,800","22"
"1965","REDWOOD","WHEAT","WHEAT, SPRING, DURUM","100","2,100","21"
"1965","RENVILLE","BARLEY","BARLEY","1,600","62,400","39"
"1965","RENVILLE","CORN","CORN, GRAIN","165,900","11,281,200","68"
"1965","RENVILLE","FLAXSEED","FLAXSEED","1,900","28,500","15"
"1965","RENVILLE","HAY","HAY","32,500","N/A","N/A"
"1965","RENVILLE","HAY","HAY, ALFALFA","29,100","N/A","N/A"
"1965","RENVILLE","OATS","OATS","40,100","2,365,900","59"
"1965","RENVILLE","RYE","RYE","1,200","20,400","17"
"1965","RENVILLE","SOYBEANS","SOYBEANS","160,400","3,204,200","20"
"1965","RENVILLE","SUGARBEETS","SUGARBEETS","7,600","N/A","N/A"
"1965","RENVILLE","WHEAT","WHEAT","7,500","171,000","22.8"
"1965","RENVILLE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","6,000","132,000","22"
"1965","RENVILLE","WHEAT","WHEAT, SPRING, DURUM","1,500","39,000","26"
"1965","RICE","BARLEY","BARLEY","100","4,500","45"
"1965","RICE","CORN","CORN, GRAIN","56,100","3,927,000","70"
"1965","RICE","HAY","HAY","41,900","N/A","N/A"
"1965","RICE","HAY","HAY, ALFALFA","35,600","N/A","N/A"
"1965","RICE","OATS","OATS","24,800","1,488,000","60"
"1965","RICE","SOYBEANS","SOYBEANS","34,700","763,400","22"
"1965","RICE","WHEAT","WHEAT","2,100","42,600","20.3"
"1965","RICE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,800","36,000","20"
"1965","RICE","WHEAT","WHEAT, SPRING, DURUM","300","6,600","22"
"1965","ROCK","CORN","CORN, GRAIN","92,800","5,475,200","59"
"1965","ROCK","FLAXSEED","FLAXSEED","1,500","25,500","17"
"1965","ROCK","HAY","HAY","30,500","N/A","N/A"
"1965","ROCK","HAY","HAY, ALFALFA","25,400","N/A","N/A"
"1965","ROCK","OATS","OATS","23,700","1,422,000","60"
"1965","ROCK","SOYBEANS","SOYBEANS","37,900","682,200","18"
"1965","ROSEAU","BARLEY","BARLEY","3,900","117,000","30"
"1965","ROSEAU","FLAXSEED","FLAXSEED","35,400","283,200","8"
"1965","ROSEAU","HAY","HAY","83,700","N/A","N/A"
"1965","ROSEAU","HAY","HAY, ALFALFA","39,200","N/A","N/A"
"1965","ROSEAU","OATS","OATS","82,700","4,217,700","51"
"1965","ROSEAU","RYE","RYE","2,100","42,000","20"
"1965","ROSEAU","SOYBEANS","SOYBEANS","100","800","8"
"1965","ROSEAU","WHEAT","WHEAT","20,500","576,500","28.1"
"1965","ROSEAU","WHEAT","WHEAT, SPRING, (EXCL DURUM)","19,100","534,800","28"
"1965","ROSEAU","WHEAT","WHEAT, SPRING, DURUM","1,400","41,700","29.8"
"1965","SCOTT","BARLEY","BARLEY","200","6,200","31"
"1965","SCOTT","CORN","CORN, GRAIN","30,200","1,751,600","58"
"1965","SCOTT","HAY","HAY","29,000","N/A","N/A"
"1965","SCOTT","HAY","HAY, ALFALFA","26,300","N/A","N/A"
"1965","SCOTT","OATS","OATS","15,900","842,700","53"
